,Video Name,Thumbnail URL,Video ID,length,description snippet,date published
173,Garlic naan grilled on oven grates,https://i.ytimg.com/vi/RgfZikXWKMo/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBEBGxty-Bk8iqrDaUpiTYLET6A1g,RgfZikXWKMo,"8 minutes, 48 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-12-01 13:32:39.236961
174,When should you salt pasta water? How much?,https://i.ytimg.com/vi/QW7r2RHt6tY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAKSeFBEAs2t7-lsn6CQGv5REyuRA,QW7r2RHt6tY,"13 minutes, 53 seconds","Use my exclusive link here https://cffe.me/adam to get your first bag from Trade Coffee for free. Thanks to Trade for sponsoring this video!

Here's a great article by a Stanford professor...",2022-12-01 13:32:39.236961
175,BBQ-style beef ribs in the oven | twice-baked potato,https://i.ytimg.com/vi/FBll1Tk_DwI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDG9nobeYGMXbO5MmlM2hFktxsqxA,FBll1Tk_DwI,"8 minutes, 20 seconds",Thanks to Morning Brew for sponsoring this video! Sign up here https://cen.yt/mbadamragusea8 for your free daily newsletter — I’ve really enjoyed Morning Brew and I think you will too!...,2022-12-01 13:32:39.236961
176,Eggplant vs. Aubergine vs. Brinjal — Why so many names?,https://i.ytimg.com/vi/mQoNAR1um_c/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCP66f967ZPeHPwOS3B2FKFtkzwAg,mQoNAR1um_c,"8 minutes, 57 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-12-01 13:32:39.236961
177,Pavlova with pastry cream (marshmallowy meringue with pudding on top),https://i.ytimg.com/vi/Wz2WVHx_VaA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBj4yOvfx-P3B3uKfwW5DiTRoEEIQ,Wz2WVHx_VaA,"9 minutes, 22 seconds","For unlimited access to the world’s top documentaries and nonfiction series, enter the promo code ‘ragusea’ when prompted and save 25%, which comes out to only $14.99 a year: https://curios...",2022-12-01 13:32:39.236961
178,Changing traditional recipes for the era of tiny households,https://i.ytimg.com/vi/tm0-LNHfzHA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBJdfyn5Kr6RVFqVhwo68lPpbELdQ,tm0-LNHfzHA,"11 minutes, 20 seconds","Thanks to HelloFresh for sponsoring this video! Use code ADAMRAGUSEA14 for up to 14 FREE MEALS across your first 5 HelloFresh boxes plus free shipping at: https://bit.ly/3haTDal

2017 United...",2022-12-01 13:32:39.236961
179,Basil pesto alla Genovese | knife or mortar & pestle method,https://i.ytimg.com/vi/gH3FgXRN4R8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA_h3OW8u0QPcBiujS8p7wn_5k6Xw,gH3FgXRN4R8,"7 minutes, 48 seconds","Thanks to Bespoke Post for sponsoring this video. Get 20% off your first monthly box when you sign up at https://bspk.me/ragusea20 and use promo code RAGUSEA20 at checkout!

***RECIPE***

By...",2022-12-01 13:32:39.236961
180,The animal that (sometimes) survives becoming dinner,https://i.ytimg.com/vi/QiLhLHSbNx4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDR85cnk_H_wpa96L6Da7gDe0B-CQ,QiLhLHSbNx4,"10 minutes, 59 seconds","Thanks to Surfshark for sponsoring this video! Get Surfshark VPN at https://Surfshark.deals/adamragusea - Enter promo code ADAMRAGUSEA for 83% off and 3 extra months for free!

1978 aquarium...",2022-12-01 13:32:39.236961
181,Summer vegetable stew | steamed rice | lavender flowers,https://i.ytimg.com/vi/e-KWACktqsY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD4m0mZeR_x5ljgu9z25xHwOiExWw,e-KWACktqsY,"6 minutes, 55 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-12-01 13:32:39.236961
182,How mushrooms are farmed,https://i.ytimg.com/vi/5rRXj3rTHhY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAEkjZqY9RLG2JvrIQLL7dkn8Oi9A,5rRXj3rTHhY,"15 minutes, 1 second",Thanks to Helix Sleep for sponsoring this video! Click here https://helixsleep.com/ragusea for up to $200 off your Helix Sleep mattress plus two free pillows! Free shipping within the United...,2022-12-01 13:32:39.236961
183,Homemade ice cream sandwiches | how to convert any cookie recipe,https://i.ytimg.com/vi/gqgZRWFApYY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAUNhdaxKCo45WnIwu3BqAs3Qjheg,gqgZRWFApYY,"6 minutes, 5 seconds","Thanks to Sensodyne for sponsoring this video! Eat ice cream without fear — brush with Sensodyne Rapid Relief twice daily, and in as little as three days you can get relief from temperature-sensi...",2022-12-01 13:32:39.236961
184,Miniature fried chicken | culantro potato salad,https://i.ytimg.com/vi/Qd6Ad6apLrk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCwjGDooIuTIckGTOj056oW7ZOcUw,Qd6Ad6apLrk,"7 minutes, 47 seconds","Thanks to Magic Spoon for sponsoring this video! Use the promo code RAGUSEA at checkout to get $5 off your order today → https://magicspoon.thld.co/RAGUSEA0721

***RECIPE, FEEDS 1-2 PEOPLE***...",2022-12-01 13:32:39.236961
185,The history and virtues of eating pigeon meat (squab),https://i.ytimg.com/vi/ZX-EmXGsEQA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAT9hIVf0RGtFB5lT4Xtkwi1TojWA,ZX-EmXGsEQA,"11 minutes, 4 seconds",Thanks to Misen for sponsoring this video! Upgrade your kitchen with Misen's amazing cookware and knives. Go to https://bit.ly/3qYrgB2 and use promo code ragusea to get 20% off your first order....,2022-12-01 13:32:39.236961
186,"Fall-over biscuits | 128 layers, golden sides",https://i.ytimg.com/vi/fZkeXyUTRfc/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAkhGt49OrmSk3d1yXV7SIzTfQtWw,fZkeXyUTRfc,"6 minutes, 37 seconds",Thanks to Morning Brew for sponsoring this video! Sign up here https://cen.yt/mbadamragusea7 for your free daily newsletter — I’ve really enjoyed Morning Brew and I think you will too!...,2022-12-01 13:32:39.236961
187,How people first boiled food,https://i.ytimg.com/vi/mBxRFw9W_xs/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDOO1eD6IN2yFvd2WBx46BbCDiATg,mBxRFw9W_xs,"13 minutes, 23 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-12-01 13:32:39.236961
188,Glazed chicken rice | inspired by Hainanese dish,https://i.ytimg.com/vi/lC3h3Lm3q54/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCrfMIermjQd3_Xs5tRZyVf17rXLA,lC3h3Lm3q54,"7 minutes, 45 seconds","Thanks to Fetch Rewards for sponsoring this video! Download the Fetch Rewards app now → https://fetch.thld.co/araguseajuly  and get 3000 points on your first receipt!

***RECIPE, SERVE 4-6***...",2022-12-01 13:32:39.236961
189,Growing Bread II: Harvest to oven,https://i.ytimg.com/vi/ee8PL7ToXcg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBmw7s2i5GTvYepphAzTYgUqdhmpA,ee8PL7ToXcg,"16 minutes, 15 seconds","Thanks to Audible for sponsoring this video! Start listening with a 30-day Audible trial. Choose one audiobook and two Audible Originals absolutely
free: http://audible.com/adamragusea or text...",2022-12-01 13:32:39.236961
190,"Homemade milkshakes | Oreo, berry, fluffernutter, creamsicle, mint chocolate chip",https://i.ytimg.com/vi/1_aQL6LUl4s/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDDUykEvn_qQyPTGUvBG3uGOvMi9g,1_aQL6LUl4s,"8 minutes, 23 seconds","Thanks to Surfshark for sponsoring this video! Get Surfshark VPN at https://Surfshark.deals/adamragusea - Enter promo code ADAMRAGUSEA for 83% off and 3 extra months for free!

To make a milkshake:...",2022-12-01 13:32:39.236961
191,Growing Bread I: Planting to harvest,https://i.ytimg.com/vi/HlPm7JtaxE4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDGR4oc2EkDzaXjX2zwRChVkWnyfg,HlPm7JtaxE4,"14 minutes, 11 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://www.squarespace.com/ragusea and add code “RAGUSEA""...",2022-12-01 13:32:39.236961
192,Reverse braised beef shoulder | sweet pickle glaze,https://i.ytimg.com/vi/ioGbDtIyq-Q/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDB-g40pyjAmJDY8sBQ-YORXSGk_A,ioGbDtIyq-Q,"9 minutes, 39 seconds","Thanks to Noom for sponsoring this video! Take their health survey to get started: http://bit.ly/noom_adamragusea

***RECIPE, SERVES SIX***

1 3 lb (1.36kg) beef chuck roast 
2 shallots
2 jalapeño...",2022-12-01 13:32:39.236961
193,Dry processed coffee — tastes like Tropical Skittles?,https://i.ytimg.com/vi/WZgrmIQh60s/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD2joSzo3F1JpBkVM5L0Qo45jgorg,WZgrmIQh60s,"13 minutes, 23 seconds",Thanks to Morning Brew for sponsoring today’s video! Sign up here http://cen.yt/mbadamragusea5 for your free daily newsletter. I’ve really enjoyed Morning Brew and I think you will too!...,2022-12-01 13:32:39.236961
194,The right way to raise beef,https://i.ytimg.com/vi/kklc9eezPSA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDWFceBCKvy19nSuu6-ANm9HbyqCg,kklc9eezPSA,"8 minutes, 13 seconds","Thanks to Crowd Cow for sponsoring this video! Get $15 off your first order and an extra 5% off everything if you become a member: http://crowdcow.com/ragusea

Thanks to Larry Tebben of Tebben...",2022-12-01 13:32:39.236961
195,Shakshuka that isn't soupy | eggs poached in spicy tomato sauce | chickpeas,https://i.ytimg.com/vi/KLUSBT7i2j0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDcEm1wHvmjUitJq89lyosxDD2n7g,KLUSBT7i2j0,"6 minutes, 55 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea​​​​ and add code “RAGUSEA""...",2022-12-01 13:32:39.236961
196,Why food is blue (or usually isn't),https://i.ytimg.com/vi/p4_PSyhtHh0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAEKTAZwTPmlDeyipsbcJtoMbL41A,p4_PSyhtHh0,"12 minutes, 57 seconds","Thanks to Warby Parker for sponsoring this video! Try five pairs of glasses at at home, totally free: http://warbyparker.com/ragusea | Home try-ons are offered in the U.S. only.

""Discovery...",2022-12-01 13:32:39.236961
197,Blueberry yum yum | easy no-bake dessert,https://i.ytimg.com/vi/osLv6-1c0Mg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDFbNAMDpoPcIp6Oy_sRupoVoesGg,osLv6-1c0Mg,"9 minutes, 15 seconds","Thanks to HelloFresh for sponsoring this video! Use code ADAMRAGUSEA12 for up to 12 FREE MEALS across your first four HelloFresh boxes, including free shipping on your first box: https://bit.ly/2N9...",2022-12-01 13:32:39.236961
198,"Why palm oil is in everything, and why that's bad",https://i.ytimg.com/vi/fgcfgTTuku0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBAyG0iyzFAgKjEtPvQZX9VnD3rzg,fgcfgTTuku0,16 minutes,"Thanks to Audible for sponsoring this video! Start listening with a 30-day Audible trial. Choose one audiobook and two Audible Originals absolutely
free: http://audible.com/adamragusea or text...",2022-12-01 13:32:39.236961
199,Fresh tagliatelle with no pasta machine | mushroom cream sauce,https://i.ytimg.com/vi/IQMp0m0xjIE/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAZeasLu79pPeqIUjltLYHE2sTVUg,IQMp0m0xjIE,"8 minutes, 8 seconds",Thanks to Misen for sponsoring this video! Upgrade your kitchen with Misen's amazing cookware and knives. Go to https://bit.ly/3r2WO7Q and use promo code ragusea to get 20% off your first order....,2022-12-01 13:32:39.236961
